cust_id,,date,diff
CUST0000205547,45078,2006-06-27,1.0
CUST0000205547,45076,2006-06-29,2.0
CUST0000205547,45074,2006-07-09,10.0
CUST0000205547,45073,2006-07-10,1.0
CUST0000205547,45046,2006-07-20,10.0
CUST0000205547,45049,2006-07-27,7.0
CUST0000205547,45050,2006-08-14,18.0
CUST0000205547,45048,2006-08-28,14.0
CUST0000205547,45047,2006-08-31,3.0
CUST0000205547,45037,2006-09-12,12.0
CUST0000205547,45038,2006-09-18,6.0
CUST0000205547,45034,2006-09-26,8.0
CUST0000205547,45035,2006-10-02,6.0
CUST0000205547,45036,2006-10-03,1.0
CUST0000205547,45033,2006-10-20,17.0
CUST0000205547,45045,2006-10-29,9.0
CUST0000205547,45039,2006-10-30,1.0
CUST0000205547,45040,2006-11-02,3.0
CUST0000205547,45043,2006-11-17,15.0
CUST0000205547,45041,2006-11-20,3.0
CUST0000205547,45042,2006-11-23,3.0
CUST0000205547,45044,2006-12-02,9.0
CUST0000205547,45063,2006-12-12,10.0
CUST0000205547,45060,2006-12-19,7.0
CUST0000205547,45062,2006-12-21,2.0
CUST0000205547,45059,2006-12-23,2.0
CUST0000205547,45061,2006-12-24,1.0
CUST0000205547,45064,2006-12-31,7.0
CUST0000205547,45065,2007-02-04,35.0
CUST0000205547,45069,2007-02-13,9.0
CUST0000205547,45068,2007-02-18,5.0
CUST0000205547,45070,2007-02-18,0.0
CUST0000205547,45071,2007-02-21,3.0
CUST0000205547,45067,2007-03-04,11.0
CUST0000205547,45066,2007-03-06,2.0
CUST0000205547,45009,2007-03-12,6.0
CUST0000205547,45010,2007-03-13,1.0
CUST0000205547,45008,2007-03-15,2.0
CUST0000205547,45013,2007-03-27,12.0
CUST0000205547,45014,2007-03-29,2.0
CUST0000205547,45015,2007-04-15,17.0
CUST0000205547,45012,2007-04-17,2.0
CUST0000205547,45011,2007-04-22,5.0
CUST0000205547,45018,2007-05-05,13.0
CUST0000205547,45021,2007-05-19,14.0
CUST0000205547,45017,2007-05-21,2.0
CUST0000205547,45020,2007-06-14,24.0
CUST0000205547,45019,2007-06-17,3.0
CUST0000205547,45007,2007-06-22,5.0
CUST0000205547,45002,2007-06-25,3.0
CUST0000205547,45003,2007-07-14,19.0
CUST0000205547,45005,2007-07-20,6.0
CUST0000205547,45006,2007-07-21,1.0
CUST0000205547,45004,2007-07-24,3.0
CUST0000205547,45028,2007-08-03,10.0
CUST0000205547,45024,2007-08-06,3.0
CUST0000205547,45025,2007-08-10,4.0
CUST0000205547,45026,2007-08-17,7.0
CUST0000205547,45027,2007-09-09,23.0
CUST0000205547,45023,2007-09-10,1.0
CUST0000205547,45022,2007-09-14,4.0
CUST0000205547,44992,2007-09-20,6.0
CUST0000205547,44993,2007-09-23,3.0
CUST0000205547,44996,2007-09-25,2.0
CUST0000205547,44995,2007-10-14,19.0
CUST0000205547,44991,2007-10-18,4.0
CUST0000205547,44994,2007-10-22,4.0
CUST0000205547,45016,2007-12-04,43.0
CUST0000205547,45031,2008-01-04,31.0
CUST0000205547,45032,2008-01-06,2.0
CUST0000205547,45030,2008-02-23,48.0
CUST0000205547,45029,2008-03-16,22.0
CUST0000205547,44998,2008-04-15,30.0
CUST0000205547,44997,2008-04-19,4.0
CUST0000205547,45001,2008-04-22,3.0
CUST0000205547,45000,2008-04-28,6.0
CUST0000205547,44999,2008-04-30,2.0
CUST0000205547,44990,2008-05-14,14.0
CUST0000205547,44987,2008-06-03,20.0
CUST0000205547,44986,2008-06-03,0.0
CUST0000205547,44989,2008-06-16,13.0
CUST0000205547,44988,2008-07-04,18.0
CUST0000206190,44942,2006-05-05,
CUST0000206190,44940,2006-05-08,3.0
CUST0000206190,44941,2006-05-18,10.0
CUST0000206190,44946,2006-06-01,14.0
CUST0000206190,44947,2006-06-04,3.0
CUST0000206190,44950,2006-07-02,28.0
CUST0000206190,44948,2006-07-04,2.0
CUST0000206190,44949,2006-07-09,5.0
CUST0000206190,44951,2006-07-11,2.0
CUST0000206190,44937,2006-07-18,7.0
CUST0000206190,44935,2006-08-01,14.0
CUST0000206190,44936,2006-08-20,19.0
CUST0000206190,44934,2006-08-28,8.0
CUST0000206190,44933,2006-09-01,4.0
CUST0000206190,44945,2006-09-28,27.0
CUST0000206190,44944,2006-11-06,39.0
CUST0000206190,44943,2006-11-26,20.0
CUST0000206190,44953,2006-12-05,9.0
CUST0000206190,44954,2006-12-14,9.0
CUST0000206190,44952,2007-01-12,29.0
CUST0000206190,44938,2007-01-31,19.0
CUST0000206190,44939,2007-03-02,30.0
CUST0000206190,44971,2007-04-04,33.0
CUST0000206190,44970,2007-04-15,11.0
CUST0000206190,44960,2007-05-04,19.0
CUST0000206190,44961,2007-05-06,2.0
CUST0000206190,44959,2007-05-16,10.0
CUST0000206190,44958,2007-05-29,13.0
CUST0000206190,44969,2007-07-06,38.0
CUST0000206190,44967,2007-08-05,30.0
CUST0000206190,44966,2007-08-17,12.0
CUST0000206190,44965,2007-08-22,5.0
CUST0000206190,44968,2007-08-27,5.0
CUST0000206190,44983,2007-09-25,29.0
CUST0000206190,44984,2007-09-25,0.0
CUST0000206190,44985,2007-10-19,24.0
CUST0000206190,44982,2007-10-23,4.0
CUST0000206190,44964,2007-11-18,26.0
CUST0000206190,44963,2007-12-03,15.0
CUST0000206190,44962,2007-12-13,10.0
CUST0000206190,44978,2007-12-17,4.0
CUST0000206190,44977,2007-12-17,0.0
CUST0000206190,44981,2008-01-03,17.0
CUST0000206190,44979,2008-01-16,13.0
CUST0000206190,44980,2008-02-03,18.0
CUST0000206190,44972,2008-02-26,23.0
CUST0000206190,44973,2008-03-20,23.0
CUST0000206190,44976,2008-03-27,7.0
CUST0000206190,44975,2008-04-02,6.0
CUST0000206190,44974,2008-05-01,29.0
CUST0000206190,44957,2008-05-11,10.0
CUST0000206190,44955,2008-05-19,8.0
CUST0000206190,44956,2008-06-19,31.0
CUST0000208677,44886,2006-04-11,
CUST0000208677,44887,2006-04-12,1.0
CUST0000208677,44885,2006-04-16,4.0
CUST0000208677,44883,2006-04-17,1.0
CUST0000208677,44890,2006-04-26,9.0
CUST0000208677,44888,2006-05-06,10.0
CUST0000208677,44884,2006-05-10,4.0
CUST0000208677,44882,2006-05-16,6.0
CUST0000208677,44881,2006-05-18,2.0
CUST0000208677,44889,2006-05-26,8.0
CUST0000208677,44909,2006-05-29,3.0
CUST0000208677,44910,2006-05-31,2.0
CUST0000208677,44903,2006-06-05,5.0
CUST0000208677,44914,2006-06-12,7.0
CUST0000208677,44912,2006-06-14,2.0
CUST0000208677,44913,2006-06-17,3.0
CUST0000208677,44904,2006-06-22,5.0
CUST0000208677,44905,2006-06-24,2.0
CUST0000208677,44908,2006-06-28,4.0
CUST0000208677,44907,2006-07-01,3.0
CUST0000208677,44906,2006-07-07,6.0
CUST0000208677,44911,2006-07-12,5.0
CUST0000208677,44895,2006-07-18,6.0
CUST0000208677,44894,2006-07-20,2.0
CUST0000208677,44899,2006-07-30,10.0
CUST0000208677,44892,2006-07-31,1.0
CUST0000208677,44891,2006-08-03,3.0
CUST0000208677,44893,2006-08-10,7.0
CUST0000208677,44897,2006-08-15,5.0
CUST0000208677,44896,2006-08-17,2.0
CUST0000208677,44898,2006-08-17,0.0
CUST0000208677,44901,2006-08-28,11.0
CUST0000208677,44900,2006-09-02,5.0
CUST0000208677,44902,2006-09-03,1.0
CUST0000208677,44925,2006-09-08,5.0
CUST0000208677,44931,2006-09-13,5.0
CUST0000208677,44930,2006-09-15,2.0
CUST0000208677,44922,2006-09-23,8.0
CUST0000208677,44932,2006-10-01,8.0
CUST0000208677,44926,2006-10-04,3.0
CUST0000208677,44927,2006-10-05,1.0
CUST0000208677,44923,2006-10-12,7.0
CUST0000208677,44924,2006-10-12,0.0
CUST0000208677,44929,2006-10-18,6.0
CUST0000208677,44928,2006-10-22,4.0
CUST0000208677,44918,2006-10-24,2.0
CUST0000208677,44920,2006-11-04,11.0
CUST0000208677,44919,2006-11-05,1.0
CUST0000208677,44915,2006-11-12,7.0
CUST0000208677,44917,2006-11-16,4.0
CUST0000208677,44916,2006-11-22,6.0
CUST0000208677,44921,2006-12-02,10.0
CUST0000208677,44874,2006-12-09,7.0
CUST0000208677,44871,2006-12-14,5.0
CUST0000208677,44872,2006-12-17,3.0
CUST0000208677,44873,2006-12-21,4.0
CUST0000208677,44870,2006-12-25,4.0
CUST0000208677,44868,2007-01-01,7.0
CUST0000208677,44869,2007-01-05,4.0
CUST0000208677,44879,2007-02-15,41.0
CUST0000208677,44878,2007-02-17,2.0
CUST0000208677,44877,2007-02-25,8.0
CUST0000208677,44880,2007-02-27,2.0
CUST0000208677,44876,2007-03-05,6.0
CUST0000208677,44875,2007-03-07,2.0
CUST0000208677,44853,2007-03-17,10.0
CUST0000208677,44851,2007-03-26,9.0
CUST0000208677,44852,2007-03-28,2.0
CUST0000208677,44858,2007-04-04,7.0
CUST0000208677,44856,2007-04-11,7.0
CUST0000208677,44857,2007-04-18,7.0
CUST0000208677,44855,2007-04-26,8.0
CUST0000208677,44854,2007-04-27,1.0
CUST0000208677,44860,2007-05-04,7.0
CUST0000208677,44859,2007-05-06,2.0
CUST0000208677,44862,2008-04-14,344.0
CUST0000208677,44861,2008-04-16,2.0
CUST0000208677,44863,2008-04-20,4.0
CUST0000208677,44864,2008-04-27,7.0
CUST0000208677,44867,2008-06-23,57.0
CUST0000208677,44866,2008-07-03,10.0
CUST0000208677,44865,2008-07-04,1.0
CUST0000209051,44846,2006-04-13,
CUST0000209051,44848,2006-04-30,17.0
CUST0000209051,44849,2006-05-13,13.0
CUST0000209051,44847,2006-05-21,8.0
CUST0000209051,44845,2006-05-22,1.0
CUST0000209051,44836,2006-06-03,12.0
CUST0000209051,44837,2006-06-11,8.0
CUST0000209051,44839,2006-06-12,1.0
CUST0000209051,44838,2006-06-14,2.0
CUST0000209051,44840,2006-07-04,20.0
CUST0000209051,44834,2006-07-19,15.0
CUST0000209051,44833,2006-07-22,3.0
CUST0000209051,44832,2006-07-27,5.0
CUST0000209051,44831,2006-08-19,23.0
CUST0000209051,44844,2006-09-09,21.0
CUST0000209051,44841,2006-09-11,2.0
CUST0000209051,44843,2006-09-27,16.0
CUST0000209051,44842,2006-10-04,7.0
CUST0000209051,44835,2006-11-13,40.0
CUST0000209051,44850,2007-09-14,305.0
CUST0000211064,44803,2006-04-11,
CUST0000211064,44804,2006-04-15,4.0
CUST0000211064,44806,2006-04-21,6.0
CUST0000211064,44807,2006-05-01,10.0
CUST0000211064,44805,2006-05-10,9.0
CUST0000211064,44808,2006-05-22,12.0
CUST0000211064,44809,2006-05-28,6.0
CUST0000211064,44813,2006-05-29,1.0
CUST0000211064,44811,2006-06-20,22.0
CUST0000211064,44810,2006-06-27,7.0
CUST0000211064,44812,2006-07-15,18.0
CUST0000211064,44814,2006-08-03,19.0
CUST0000211064,44816,2006-08-17,14.0
CUST0000211064,44817,2006-08-18,1.0
CUST0000211064,44815,2006-08-25,7.0
CUST0000211064,44798,2006-09-07,13.0
CUST0000211064,44801,2006-09-28,21.0
CUST0000211064,44802,2006-09-29,1.0
CUST0000211064,44799,2006-10-10,11.0
CUST0000211064,44800,2006-10-18,8.0
CUST0000211064,44826,2006-12-13,56.0
CUST0000211064,44829,2006-12-21,8.0
CUST0000211064,44830,2006-12-24,3.0
CUST0000211064,44827,2007-01-05,12.0
CUST0000211064,44828,2007-01-07,2.0
CUST0000211064,44819,2007-02-01,25.0
CUST0000211064,44823,2007-02-12,11.0
CUST0000211064,44824,2007-02-13,1.0
CUST0000211064,44825,2007-02-15,2.0
CUST0000211064,44821,2007-02-21,6.0
CUST0000211064,44820,2007-02-21,0.0
CUST0000211064,44822,2007-03-04,11.0
CUST0000211064,44818,2007-03-09,5.0
CUST0000211064,44771,2007-03-16,7.0
CUST0000211064,44768,2007-03-31,15.0
CUST0000211064,44769,2007-04-02,2.0
CUST0000211064,44770,2007-04-05,3.0
CUST0000211064,44767,2007-04-20,15.0
CUST0000211064,44766,2007-04-20,0.0
CUST0000211064,44765,2007-04-21,1.0
CUST0000211064,44781,2007-05-12,21.0
CUST0000211064,44782,2007-05-24,12.0
CUST0000211064,44783,2007-05-31,7.0
CUST0000211064,44784,2007-06-06,6.0
CUST0000211064,44785,2007-06-07,1.0
CUST0000211064,44780,2007-06-12,5.0
CUST0000211064,44795,2007-07-04,22.0
CUST0000211064,44794,2007-07-07,3.0
CUST0000211064,44796,2007-07-12,5.0
CUST0000211064,44797,2007-07-12,0.0
CUST0000211064,44793,2007-07-21,9.0
CUST0000211064,44764,2007-08-04,14.0
CUST0000211064,44762,2007-08-16,12.0
CUST0000211064,44761,2007-08-16,0.0
CUST0000211064,44763,2007-08-21,5.0
CUST0000211064,44759,2007-08-29,8.0
CUST0000211064,44758,2007-09-01,3.0
CUST0000211064,44760,2007-09-02,1.0
CUST0000211064,44757,2007-09-07,5.0
CUST0000211064,44742,2007-09-25,18.0
CUST0000211064,44743,2007-10-07,12.0
CUST0000211064,44741,2007-10-10,3.0
CUST0000211064,44744,2007-10-28,18.0
CUST0000211064,44750,2007-11-12,15.0
CUST0000211064,44751,2007-11-15,3.0
CUST0000211064,44746,2007-11-24,9.0
CUST0000211064,44752,2007-11-26,2.0
CUST0000211064,44748,2007-12-03,7.0
CUST0000211064,44749,2007-12-04,1.0
CUST0000211064,44747,2007-12-09,5.0
CUST0000211064,44745,2007-12-12,3.0
CUST0000211064,44787,2007-12-30,18.0
CUST0000211064,44790,2008-01-11,12.0
CUST0000211064,44789,2008-01-15,4.0
CUST0000211064,44788,2008-01-17,2.0
CUST0000211064,44786,2008-02-01,15.0
CUST0000211064,44792,2008-02-16,15.0
CUST0000211064,44791,2008-02-23,7.0
CUST0000211064,44753,2008-03-24,30.0
CUST0000211064,44754,2008-03-28,4.0
CUST0000211064,44755,2008-04-30,33.0
CUST0000211064,44756,2008-05-03,3.0
CUST0000211064,44772,2008-05-24,21.0
CUST0000211064,44777,2008-05-26,2.0
CUST0000211064,44776,2008-05-27,1.0
CUST0000211064,44775,2008-06-03,7.0
CUST0000211064,44773,2008-06-04,1.0
CUST0000211064,44774,2008-06-04,0.0
CUST0000211064,44779,2008-06-18,14.0
CUST0000211064,44778,2008-06-21,3.0
CUST0000214609,44728,2006-10-24,
CUST0000214609,44729,2006-12-04,41.0
CUST0000214609,44730,2007-01-06,33.0
CUST0000214609,44726,2007-03-02,55.0
CUST0000214609,44727,2007-03-09,7.0
CUST0000214609,44734,2007-05-05,57.0
CUST0000214609,44731,2007-06-03,29.0
CUST0000214609,44733,2007-06-09,6.0
CUST0000214609,44732,2007-06-14,5.0
CUST0000214609,44740,2007-07-27,43.0
CUST0000214609,44737,2007-08-28,32.0
CUST0000214609,44736,2007-09-18,21.0
CUST0000214609,44739,2007-11-12,55.0
CUST0000214609,44738,2008-04-14,154.0
CUST0000214609,44735,2008-05-11,27.0
CUST0000216317,44690,2006-04-12,
CUST0000216317,44685,2006-04-20,8.0
CUST0000216317,44684,2006-04-23,3.0
CUST0000216317,44691,2006-04-25,2.0
CUST0000216317,44682,2006-05-04,9.0
CUST0000216317,44683,2006-05-05,1.0
CUST0000216317,44686,2006-05-08,3.0
CUST0000216317,44687,2006-05-22,14.0
CUST0000216317,44688,2006-05-25,3.0
CUST0000216317,44689,2006-05-28,3.0
CUST0000216317,44716,2006-06-01,4.0
CUST0000216317,44715,2006-06-03,2.0
CUST0000216317,44705,2006-06-05,2.0
CUST0000216317,44707,2006-06-08,3.0
CUST0000216317,44706,2006-06-11,3.0
CUST0000216317,44714,2006-06-12,1.0
CUST0000216317,44709,2006-06-20,8.0
CUST0000216317,44708,2006-06-24,4.0
CUST0000216317,44713,2006-06-28,4.0
CUST0000216317,44712,2006-07-01,3.0
CUST0000216317,44710,2006-07-04,3.0
CUST0000216317,44711,2006-07-04,0.0
CUST0000216317,44717,2006-07-10,6.0
CUST0000216317,44699,2006-07-18,8.0
CUST0000216317,44700,2006-08-06,19.0
CUST0000216317,44701,2006-08-12,6.0
CUST0000216317,44703,2006-08-19,7.0
CUST0000216317,44704,2006-08-23,4.0
CUST0000216317,44702,2006-09-03,11.0
CUST0000216317,44679,2006-09-08,5.0
CUST0000216317,44680,2006-09-09,1.0
CUST0000216317,44672,2006-09-13,4.0
CUST0000216317,44673,2006-09-14,1.0
CUST0000216317,44681,2006-09-23,9.0
CUST0000216317,44677,2006-09-27,4.0
CUST0000216317,44676,2006-09-30,3.0
CUST0000216317,44674,2006-10-07,7.0
CUST0000216317,44678,2006-10-09,2.0
CUST0000216317,44675,2006-10-21,12.0
CUST0000216317,44695,2006-10-26,5.0
CUST0000216317,44694,2006-10-28,2.0
CUST0000216317,44693,2006-11-02,5.0
CUST0000216317,44696,2006-11-08,6.0
CUST0000216317,44697,2006-11-11,3.0
CUST0000216317,44698,2006-11-12,1.0
CUST0000216317,44692,2006-11-26,14.0
CUST0000216317,44724,2007-11-22,361.0
CUST0000216317,44725,2008-04-27,157.0
CUST0000216317,44720,2008-05-17,20.0
CUST0000216317,44721,2008-05-25,8.0
CUST0000216317,44722,2008-06-08,14.0
CUST0000216317,44723,2008-06-14,6.0
CUST0000216317,44718,2008-06-29,15.0
CUST0000216317,44719,2008-06-29,0.0
CUST0000220115,44558,2006-04-10,
CUST0000220115,44557,2006-04-13,3.0
CUST0000220115,44556,2006-04-16,3.0
CUST0000220115,44567,2006-04-17,1.0
CUST0000220115,44566,2006-04-26,9.0
CUST0000220115,44565,2006-04-29,3.0
CUST0000220115,44564,2006-04-30,1.0
CUST0000220115,44560,2006-05-08,8.0
CUST0000220115,44561,2006-05-09,1.0
CUST0000220115,44559,2006-05-09,0.0
CUST0000220115,44563,2006-05-10,1.0
CUST0000220115,44562,2006-05-14,4.0
CUST0000220115,44552,2006-05-15,1.0
CUST0000220115,44553,2006-05-19,4.0
CUST0000220115,44554,2006-05-22,3.0
CUST0000220115,44555,2006-05-25,3.0
CUST0000220115,44502,2006-05-31,6.0
CUST0000220115,44501,2006-05-31,0.0
CUST0000220115,44504,2006-06-15,15.0
CUST0000220115,44499,2006-06-19,4.0
CUST0000220115,44498,2006-06-20,1.0
CUST0000220115,44500,2006-06-25,5.0
CUST0000220115,44497,2006-07-09,14.0
CUST0000220115,44503,2006-07-10,1.0
CUST0000220115,44533,2006-07-22,12.0
CUST0000220115,44520,2006-07-24,2.0
CUST0000220115,44519,2006-07-25,1.0
CUST0000220115,44521,2006-07-29,4.0
CUST0000220115,44529,2006-08-02,4.0
CUST0000220115,44531,2006-08-03,1.0
CUST0000220115,44530,2006-08-06,3.0
CUST0000220115,44527,2006-08-08,2.0
CUST0000220115,44528,2006-08-08,0.0
CUST0000220115,44522,2006-08-15,7.0
CUST0000220115,44524,2006-08-17,2.0
CUST0000220115,44523,2006-08-20,3.0
CUST0000220115,44526,2006-08-24,4.0
CUST0000220115,44525,2006-08-26,2.0
CUST0000220115,44532,2006-09-01,6.0
CUST0000220115,44517,2006-09-04,3.0
CUST0000220115,44514,2006-09-12,8.0
CUST0000220115,44516,2006-09-15,3.0
CUST0000220115,44515,2006-09-17,2.0
CUST0000220115,44512,2006-10-02,15.0
CUST0000220115,44513,2006-10-07,5.0
CUST0000220115,44518,2006-10-10,3.0
CUST0000220115,44544,2006-10-27,17.0
CUST0000220115,44549,2006-11-05,9.0
CUST0000220115,44550,2006-11-09,4.0
CUST0000220115,44551,2006-11-10,1.0
CUST0000220115,44547,2006-11-14,4.0
CUST0000220115,44548,2006-11-16,2.0
CUST0000220115,44545,2006-11-23,7.0
CUST0000220115,44546,2006-11-29,6.0
CUST0000220115,44510,2006-12-15,16.0
CUST0000220115,44511,2007-01-08,24.0
CUST0000220115,44508,2007-01-15,7.0
CUST0000220115,44507,2007-01-17,2.0
CUST0000220115,44505,2007-01-18,1.0
CUST0000220115,44506,2007-01-20,2.0
CUST0000220115,44509,2007-01-25,5.0
CUST0000220115,44536,2007-02-05,11.0
CUST0000220115,44538,2007-02-07,2.0
CUST0000220115,44537,2007-02-11,4.0
CUST0000220115,44534,2007-02-12,1.0
CUST0000220115,44535,2007-02-14,2.0
CUST0000220115,44541,2007-02-19,5.0
CUST0000220115,44542,2007-02-20,1.0
CUST0000220115,44543,2007-02-22,2.0
CUST0000220115,44539,2007-02-27,5.0
CUST0000220115,44540,2007-03-01,2.0
CUST0000220115,44600,2007-03-12,11.0
CUST0000220115,44599,2007-03-12,0.0
CUST0000220115,44598,2007-03-13,1.0
CUST0000220115,44597,2007-03-19,6.0
CUST0000220115,44605,2007-03-27,8.0
CUST0000220115,44604,2007-03-30,3.0
CUST0000220115,44603,2007-03-31,1.0
CUST0000220115,44606,2007-04-03,3.0
CUST0000220115,44602,2007-04-11,8.0
CUST0000220115,44601,2007-04-11,0.0
CUST0000220115,44594,2007-04-16,5.0
CUST0000220115,44595,2007-04-16,0.0
CUST0000220115,44596,2007-04-20,4.0
CUST0000220115,44636,2007-05-04,14.0
CUST0000220115,44637,2007-05-11,7.0
CUST0000220115,44631,2007-05-22,11.0
CUST0000220115,44634,2007-06-04,13.0
CUST0000220115,44635,2007-06-05,1.0
CUST0000220115,44632,2007-06-14,9.0
CUST0000220115,44633,2007-06-16,2.0
CUST0000220115,44593,2007-06-18,2.0
CUST0000220115,44592,2007-06-23,5.0
CUST0000220115,44591,2007-06-24,1.0
CUST0000220115,44590,2007-06-25,1.0
CUST0000220115,44589,2007-06-27,2.0
CUST0000220115,44588,2007-06-30,3.0
CUST0000220115,44587,2007-07-10,10.0
CUST0000220115,44654,2007-08-04,25.0
CUST0000220115,44648,2007-08-06,2.0
CUST0000220115,44649,2007-08-07,1.0
CUST0000220115,44650,2007-08-11,4.0
CUST0000220115,44653,2007-08-13,2.0
CUST0000220115,44652,2007-08-13,0.0
CUST0000220115,44651,2007-08-18,5.0
CUST0000220115,44647,2007-08-20,2.0
CUST0000220115,44655,2007-08-28,8.0
CUST0000220115,44644,2007-09-06,9.0
CUST0000220115,44646,2007-09-07,1.0
CUST0000220115,44645,2007-09-08,1.0
CUST0000220115,44657,2007-09-10,2.0
CUST0000220115,44656,2007-09-14,4.0
CUST0000220115,44658,2007-09-16,2.0
CUST0000220115,44568,2007-09-23,7.0
CUST0000220115,44572,2007-09-28,5.0
CUST0000220115,44574,2007-10-11,13.0
CUST0000220115,44573,2007-10-12,1.0
CUST0000220115,44575,2007-10-14,2.0
CUST0000220115,44577,2007-10-15,1.0
CUST0000220115,44576,2007-10-19,4.0
CUST0000220115,44578,2007-10-20,1.0
CUST0000220115,44579,2007-10-21,1.0
CUST0000220115,44569,2007-10-24,3.0
CUST0000220115,44570,2007-10-26,2.0
CUST0000220115,44571,2007-10-27,1.0
CUST0000220115,44669,2007-10-31,4.0
CUST0000220115,44670,2007-10-31,0.0
CUST0000220115,44659,2007-11-09,9.0
CUST0000220115,44671,2007-11-16,7.0
CUST0000220115,44662,2007-11-19,3.0
CUST0000220115,44661,2007-11-22,3.0
CUST0000220115,44663,2007-11-22,0.0
CUST0000220115,44660,2007-11-25,3.0
CUST0000220115,44664,2007-11-28,3.0
CUST0000220115,44665,2007-12-01,3.0
CUST0000220115,44668,2007-12-06,5.0
CUST0000220115,44667,2007-12-13,7.0
CUST0000220115,44666,2007-12-14,1.0
CUST0000220115,44639,2007-12-17,3.0
CUST0000220115,44640,2007-12-24,7.0
CUST0000220115,44641,2007-12-29,5.0
CUST0000220115,44642,2007-12-29,0.0
CUST0000220115,44638,2008-01-04,6.0
CUST0000220115,44643,2008-01-16,12.0
CUST0000220115,44583,2008-02-08,23.0
CUST0000220115,44585,2008-02-15,7.0
CUST0000220115,44582,2008-02-21,6.0
CUST0000220115,44581,2008-03-04,12.0
CUST0000220115,44580,2008-03-07,3.0
CUST0000220115,44586,2008-03-15,8.0
CUST0000220115,44584,2008-03-20,5.0
CUST0000220115,44619,2008-03-26,6.0
CUST0000220115,44618,2008-03-30,4.0
CUST0000220115,44630,2008-04-04,5.0
CUST0000220115,44621,2008-04-07,3.0
CUST0000220115,44622,2008-04-09,2.0
CUST0000220115,44620,2008-04-11,2.0
CUST0000220115,44623,2008-04-12,1.0
CUST0000220115,44625,2008-04-15,3.0
CUST0000220115,44624,2008-04-19,4.0
CUST0000220115,44629,2008-04-21,2.0
CUST0000220115,44627,2008-04-21,0.0
CUST0000220115,44628,2008-04-23,2.0
CUST0000220115,44626,2008-04-27,4.0
CUST0000220115,44612,2008-05-11,14.0
CUST0000220115,44614,2008-05-14,3.0
CUST0000220115,44613,2008-05-19,5.0
CUST0000220115,44615,2008-05-27,8.0
CUST0000220115,44617,2008-05-30,3.0
CUST0000220115,44616,2008-06-01,2.0
CUST0000220115,44608,2008-06-05,4.0
CUST0000220115,44609,2008-06-07,2.0
CUST0000220115,44611,2008-06-17,10.0
CUST0000220115,44610,2008-06-20,3.0
CUST0000220115,44607,2008-07-04,14.0
CUST0000224516,44367,2006-04-20,
CUST0000224516,44369,2006-04-28,8.0
CUST0000224516,44370,2006-04-28,0.0
CUST0000224516,44368,2006-05-03,5.0
CUST0000224516,44360,2006-05-30,27.0
CUST0000224516,44354,2006-06-05,6.0
CUST0000224516,44355,2006-06-06,1.0
CUST0000224516,44356,2006-06-09,3.0
CUST0000224516,44366,2006-06-13,4.0
CUST0000224516,44362,2006-06-21,8.0
CUST0000224516,44361,2006-06-22,1.0
CUST0000224516,44359,2006-06-26,4.0
CUST0000224516,44358,2006-06-29,3.0
CUST0000224516,44357,2006-07-01,2.0
CUST0000224516,44363,2006-07-03,2.0
CUST0000224516,44364,2006-07-11,8.0
CUST0000224516,44365,2006-07-12,1.0
CUST0000224516,44381,2006-07-18,6.0
CUST0000224516,44382,2006-07-22,4.0
CUST0000224516,44380,2006-07-23,1.0
CUST0000224516,44371,2006-07-27,4.0
CUST0000224516,44376,2006-07-31,4.0
CUST0000224516,44377,2006-08-02,2.0
CUST0000224516,44378,2006-08-11,9.0
CUST0000224516,44383,2006-08-14,3.0
CUST0000224516,44379,2006-08-27,13.0
CUST0000224516,44373,2006-08-30,3.0
CUST0000224516,44374,2006-08-31,1.0
CUST0000224516,44372,2006-09-01,1.0
CUST0000224516,44375,2006-09-01,0.0
CUST0000224516,44330,2006-09-04,3.0
CUST0000224516,44331,2006-09-09,5.0
CUST0000224516,44332,2006-09-17,8.0
CUST0000224516,44339,2006-09-19,2.0
CUST0000224516,44338,2006-09-24,5.0
CUST0000224516,44337,2006-09-24,0.0
CUST0000224516,44336,2006-09-26,2.0
CUST0000224516,44329,2006-10-08,12.0
CUST0000224516,44335,2006-10-10,2.0
CUST0000224516,44334,2006-10-21,11.0
CUST0000224516,44333,2006-10-22,1.0
CUST0000224516,44342,2006-10-27,5.0
CUST0000224516,44341,2006-10-29,2.0
CUST0000224516,44340,2006-11-04,6.0
CUST0000224516,44346,2006-11-06,2.0
CUST0000224516,44348,2006-11-07,1.0
CUST0000224516,44347,2006-11-07,0.0
CUST0000224516,44350,2006-11-14,7.0
CUST0000224516,44349,2006-11-19,5.0
CUST0000224516,44352,2006-11-20,1.0
CUST0000224516,44353,2006-11-22,2.0
CUST0000224516,44351,2006-11-22,0.0
CUST0000224516,44343,2006-11-28,6.0
CUST0000224516,44344,2006-11-30,2.0
CUST0000224516,44345,2006-12-03,3.0
CUST0000224516,44388,2006-12-05,2.0
CUST0000224516,44386,2006-12-17,12.0
CUST0000224516,44385,2006-12-20,3.0
CUST0000224516,44387,2006-12-27,7.0
CUST0000224516,44384,2007-01-03,7.0
CUST0000224516,44389,2007-01-22,19.0
CUST0000224516,44390,2007-01-24,2.0
CUST0000224516,44326,2007-02-04,11.0
CUST0000224516,44328,2007-02-07,3.0
CUST0000224516,44327,2007-02-11,4.0
